TOP.5df0fe78.000f1693	START
TOP.5df14f48.000e9a18	user_options->rp_gen	0
TOP.5df14f48.000e9a18	user_options->rp_gen_func_max	4
TOP.5df14f48.000e9a18	user_options->rp_gen_func_min	1
TOP.5df14f48.000e9a18	user_options->rp_gen_seed	0
TOP.5df14f48.000e9a18	user_options->runtime	0
TOP.5df14f48.000e9a18	user_options->scrypt_tmto	0
TOP.5df14f48.000e9a18	user_options->segment_size	33554432
TOP.5df14f48.000e9a18	user_options->self_test_disable	0
TOP.5df14f48.000e9a18	user_options->slow_candidates	0
TOP.5df14f48.000e9a18	user_options->show	0
TOP.5df14f48.000e9a18	user_options->speed_only	0
TOP.5df14f48.000e9a18	user_options->status	0
TOP.5df14f48.000e9a18	user_options->status_timer	10
TOP.5df14f48.000e9a18	user_options->stdout_flag	0
TOP.5df14f48.000e9a18	user_options->usage	0
TOP.5df14f48.000e9a18	user_options->username	0
TOP.5df14f48.000e9a18	user_options->veracrypt_pim	0
TOP.5df14f48.000e9a18	user_options->version	0
TOP.5df14f48.000e9a18	user_options->workload_profile	2
TOP.5df14f48.000e9a18	user_options->brain_client	0
TOP.5df14f48.000e9a18	user_options->brain_client_features	3
TOP.5df14f48.000e9a18	user_options->brain_server	0
TOP.5df14f48.000e9a18	user_options->brain_port	6863
TOP.5df14f48.000e9a18	user_options->brain_session	0
TOP.5df14f48.000e9a18	proc_start	1576095560
TOP.5df14f48.000e9a18	proc_stop	1576095561
TOP.5df14f48.000e9a18	STOP
TOP.5df14f49.0002f99a	START
TOP.5df14f49.0002f99a	user_options->separator	:
TOP.5df14f49.0002f99a	user_options->encoding_from	utf-8
TOP.5df14f49.0002f99a	user_options->encoding_to	utf-8
TOP.5df14f49.0002f99a	user_options->outfile	found.txt
TOP.5df14f49.0002f99a	user_options->rule_buf_l	:
TOP.5df14f49.0002f99a	user_options->rule_buf_r	:
TOP.5df14f49.0002f99a	user_options->session	hashcat
TOP.5df14f49.0002f99a	user_options->limit	0
TOP.5df14f49.0002f99a	user_options->skip	0
TOP.5df14f49.0002f99a	user_options->attack_mode	0
TOP.5df14f49.0002f99a	user_options->benchmark	0
TOP.5df14f49.0002f99a	user_options->benchmark_all	0
TOP.5df14f49.0002f99a	user_options->bitmap_max	24
TOP.5df14f49.0002f99a	user_options->bitmap_min	16
TOP.5df14f49.0002f99a	user_options->debug_mode	0
TOP.5df14f49.0002f99a	user_options->example_hashes	0
TOP.5df14f49.0002f99a	user_options->force	0
TOP.5df14f49.0002f99a	user_options->gpu_temp_abort	90
TOP.5df14f49.0002f99a	user_options->gpu_temp_disable	0
TOP.5df14f49.0002f99a	user_options->hash_mode	1600
TOP.5df14f49.0002f99a	user_options->hex_charset	0
TOP.5df14f49.0002f99a	user_options->hex_salt	0
TOP.5df14f49.0002f99a	user_options->hex_wordlist	0
TOP.5df14f49.0002f99a	user_options->increment	0
TOP.5df14f49.0002f99a	user_options->increment_max	256
TOP.5df14f49.0002f99a	user_options->increment_min	1
TOP.5df14f49.0002f99a	user_options->keep_guessing	0
TOP.5df14f49.0002f99a	user_options->kernel_accel	0
TOP.5df14f49.0002f99a	user_options->kernel_loops	0
TOP.5df14f49.0002f99a	user_options->keyspace	0
TOP.5df14f49.0002f99a	user_options->left	0
TOP.5df14f49.0002f99a	user_options->logfile_disable	0
TOP.5df14f49.0002f99a	user_options->loopback	0
TOP.5df14f49.0002f99a	user_options->machine_readable	0
TOP.5df14f49.0002f99a	user_options->markov_classic	0
TOP.5df14f49.0002f99a	user_options->markov_disable	0
TOP.5df14f49.0002f99a	user_options->markov_threshold	256
TOP.5df14f49.0002f99a	user_options->nvidia_spin_damp	100
TOP.5df14f49.0002f99a	user_options->opencl_info	0
TOP.5df14f49.0002f99a	user_options->opencl_vector_width	0
TOP.5df14f49.0002f99a	user_options->optimized_kernel_enable	0
TOP.5df14f49.0002f99a	user_options->outfile_autohex	1
TOP.5df14f49.0002f99a	user_options->outfile_check_timer	5
TOP.5df14f49.0002f99a	user_options->outfile_format	3
TOP.5df14f49.0002f99a	user_options->wordlist_autohex_disable	0
TOP.5df14f49.0002f99a	user_options->potfile_disable	0
TOP.5df14f49.0002f99a	user_options->progress_only	0
TOP.5df14f49.0002f99a	user_options->quiet	0
TOP.5df14f49.0002f99a	user_options->remove	0
TOP.5df14f49.0002f99a	user_options->remove_timer	60
TOP.5df14f49.0002f99a	user_options->restore	0
TOP.5df14f49.0002f99a	user_options->restore_disable	0
TOP.5df14f49.0002f99a	user_options->restore_timer	60
TOP.5df14f49.0002f99a	user_options->rp_files_cnt	0
TOP.5df14f49.0002f99a	user_options->rp_gen	0
TOP.5df14f49.0002f99a	user_options->rp_gen_func_max	4
TOP.5df14f49.0002f99a	user_options->rp_gen_func_min	1
TOP.5df14f49.0002f99a	user_options->rp_gen_seed	0
TOP.5df14f49.0002f99a	user_options->runtime	0
TOP.5df14f49.0002f99a	user_options->scrypt_tmto	0
TOP.5df14f49.0002f99a	user_options->segment_size	33554432
TOP.5df14f49.0002f99a	user_options->self_test_disable	0
TOP.5df14f49.0002f99a	user_options->slow_candidates	0
TOP.5df14f49.0002f99a	user_options->show	0
TOP.5df14f49.0002f99a	user_options->speed_only	0
TOP.5df14f49.0002f99a	user_options->status	0
TOP.5df14f49.0002f99a	user_options->status_timer	10
TOP.5df14f49.0002f99a	user_options->stdout_flag	0
TOP.5df14f49.0002f99a	user_options->usage	0
TOP.5df14f49.0002f99a	user_options->username	0
TOP.5df14f49.0002f99a	user_options->veracrypt_pim	0
TOP.5df14f49.0002f99a	user_options->version	0
TOP.5df14f49.0002f99a	user_options->workload_profile	2
TOP.5df14f49.0002f99a	user_options->brain_client	0
TOP.5df14f49.0002f99a	user_options->brain_client_features	3
TOP.5df14f49.0002f99a	user_options->brain_server	0
TOP.5df14f49.0002f99a	user_options->brain_port	6863
TOP.5df14f49.0002f99a	user_options->brain_session	0
TOP.5df14f49.0002f99a	proc_start	1576095561
TOP.5df14f49.0002f99a	proc_stop	1576095561
TOP.5df14f49.0002f99a	STOP
TOP.5df14f49.00045eaf	START
TOP.5df14f49.00045eaf	user_options->separator	:
TOP.5df14f49.00045eaf	user_options->encoding_from	utf-8
TOP.5df14f49.00045eaf	user_options->encoding_to	utf-8
TOP.5df14f49.00045eaf	user_options->outfile	found.txt
TOP.5df14f49.00045eaf	user_options->rule_buf_l	:
TOP.5df14f49.00045eaf	user_options->rule_buf_r	:
TOP.5df14f49.00045eaf	user_options->session	hashcat
TOP.5df14f49.00045eaf	user_options->limit	0
TOP.5df14f49.00045eaf	user_options->skip	0
TOP.5df14f49.00045eaf	user_options->attack_mode	0
TOP.5df14f49.00045eaf	user_options->benchmark	0
TOP.5df14f49.00045eaf	user_options->benchmark_all	0
TOP.5df14f49.00045eaf	user_options->bitmap_max	24
TOP.5df14f49.00045eaf	user_options->bitmap_min	16
TOP.5df14f49.00045eaf	user_options->debug_mode	0
TOP.5df14f49.00045eaf	user_options->example_hashes	0
TOP.5df14f49.00045eaf	user_options->force	0
TOP.5df14f49.00045eaf	user_options->gpu_temp_abort	90
TOP.5df14f49.00045eaf	user_options->gpu_temp_disable	0
TOP.5df14f49.00045eaf	user_options->hash_mode	16400
TOP.5df14f49.00045eaf	user_options->hex_charset	0
TOP.5df14f49.00045eaf	user_options->hex_salt	0
TOP.5df14f49.00045eaf	user_options->hex_wordlist	0
TOP.5df14f49.00045eaf	user_options->increment	0
TOP.5df14f49.00045eaf	user_options->increment_max	256
TOP.5df14f49.00045eaf	user_options->increment_min	1
TOP.5df14f49.00045eaf	user_options->keep_guessing	0
TOP.5df14f49.00045eaf	user_options->kernel_accel	0
TOP.5df14f49.00045eaf	user_options->kernel_loops	0
TOP.5df14f49.00045eaf	user_options->keyspace	0
TOP.5df14f49.00045eaf	user_options->left	0
TOP.5df14f49.00045eaf	user_options->logfile_disable	0
TOP.5df14f49.00045eaf	user_options->loopback	0
TOP.5df14f49.00045eaf	user_options->machine_readable	0
TOP.5df14f49.00045eaf	user_options->markov_classic	0
TOP.5df14f49.00045eaf	user_options->markov_disable	0
TOP.5df14f49.00045eaf	user_options->markov_threshold	256
TOP.5df14f49.00045eaf	user_options->nvidia_spin_damp	100
TOP.5df14f49.00045eaf	user_options->opencl_info	0
TOP.5df14f49.00045eaf	user_options->opencl_vector_width	0
TOP.5df14f49.00045eaf	user_options->optimized_kernel_enable	0
TOP.5df14f49.00045eaf	user_options->outfile_autohex	1
TOP.5df14f49.00045eaf	user_options->outfile_check_timer	5
TOP.5df14f49.00045eaf	user_options->outfile_format	3
TOP.5df14f49.00045eaf	user_options->wordlist_autohex_disable	0
TOP.5df14f49.00045eaf	user_options->potfile_disable	0
TOP.5df14f49.00045eaf	user_options->progress_only	0
TOP.5df14f49.00045eaf	user_options->quiet	0
TOP.5df14f49.00045eaf	user_options->remove	0
TOP.5df14f49.00045eaf	user_options->remove_timer	60
TOP.5df14f49.00045eaf	user_options->restore	0
TOP.5df14f49.00045eaf	user_options->restore_disable	0
TOP.5df14f49.00045eaf	user_options->restore_timer	60
TOP.5df14f49.00045eaf	user_options->rp_files_cnt	0
TOP.5df14f49.00045eaf	user_options->rp_gen	0
TOP.5df14f49.00045eaf	user_options->rp_gen_func_max	4
TOP.5df14f49.00045eaf	user_options->rp_gen_func_min	1
TOP.5df14f49.00045eaf	user_options->rp_gen_seed	0
TOP.5df14f49.00045eaf	user_options->runtime	0
TOP.5df14f49.00045eaf	user_options->scrypt_tmto	0
TOP.5df14f49.00045eaf	user_options->segment_size	33554432
TOP.5df14f49.00045eaf	user_options->self_test_disable	0
TOP.5df14f49.00045eaf	user_options->slow_candidates	0
TOP.5df14f49.00045eaf	user_options->show	0
TOP.5df14f49.00045eaf	user_options->speed_only	0
TOP.5df14f49.00045eaf	user_options->status	0
TOP.5df14f49.00045eaf	user_options->status_timer	10
TOP.5df14f49.00045eaf	user_options->stdout_flag	0
TOP.5df14f49.00045eaf	user_options->usage	0
TOP.5df14f49.00045eaf	user_options->username	0
TOP.5df14f49.00045eaf	user_options->veracrypt_pim	0
TOP.5df14f49.00045eaf	user_options->version	0
TOP.5df14f49.00045eaf	user_options->workload_profile	2
TOP.5df14f49.00045eaf	user_options->brain_client	0
TOP.5df14f49.00045eaf	user_options->brain_client_features	3
TOP.5df14f49.00045eaf	user_options->brain_server	0
TOP.5df14f49.00045eaf	user_options->brain_port	6863
TOP.5df14f49.00045eaf	user_options->brain_session	0
TOP.5df14f49.00045eaf	proc_start	1576095561
TOP.5df14f49.00045eaf	proc_stop	1576095561
TOP.5df14f49.00045eaf	STOP
TOP.5df14f49.0007624b	START
TOP.5df14f49.0007624b	user_options->separator	:
TOP.5df14f49.0007624b	user_options->encoding_from	utf-8
TOP.5df14f49.0007624b	user_options->encoding_to	utf-8
TOP.5df14f49.0007624b	user_options->outfile	found.txt
TOP.5df14f49.0007624b	user_options->rule_buf_l	:
TOP.5df14f49.0007624b	user_options->rule_buf_r	:
TOP.5df14f49.0007624b	user_options->session	hashcat
TOP.5df14f49.0007624b	user_options->limit	0
TOP.5df14f49.0007624b	user_options->skip	0
TOP.5df14f49.0007624b	user_options->attack_mode	0
TOP.5df14f49.0007624b	user_options->benchmark	0
TOP.5df14f49.0007624b	user_options->benchmark_all	0
TOP.5df14f49.0007624b	user_options->bitmap_max	24
TOP.5df14f49.0007624b	user_options->bitmap_min	16
TOP.5df14f49.0007624b	user_options->debug_mode	0
TOP.5df14f49.0007624b	user_options->example_hashes	0
TOP.5df14f49.0007624b	user_options->force	0
TOP.5df14f49.0007624b	user_options->gpu_temp_abort	90
TOP.5df14f49.0007624b	user_options->gpu_temp_disable	0
TOP.5df14f49.0007624b	user_options->hash_mode	500
TOP.5df14f49.0007624b	user_options->hex_charset	0
TOP.5df14f49.0007624b	user_options->hex_salt	0
TOP.5df14f49.0007624b	user_options->hex_wordlist	0
TOP.5df14f49.0007624b	user_options->increment	0
TOP.5df14f49.0007624b	user_options->increment_max	256
TOP.5df14f49.0007624b	user_options->increment_min	1
TOP.5df14f49.0007624b	user_options->keep_guessing	0
TOP.5df14f49.0007624b	user_options->kernel_accel	0
TOP.5df14f49.0007624b	user_options->kernel_loops	0
TOP.5df14f49.0007624b	user_options->keyspace	0
TOP.5df14f49.0007624b	user_options->left	0
TOP.5df14f49.0007624b	user_options->logfile_disable	0
TOP.5df14f49.0007624b	user_options->loopback	0
TOP.5df14f49.0007624b	user_options->machine_readable	0
TOP.5df14f49.0007624b	user_options->markov_classic	0
TOP.5df14f49.0007624b	user_options->markov_disable	0
TOP.5df14f49.0007624b	user_options->markov_threshold	256
TOP.5df14f49.0007624b	user_options->nvidia_spin_damp	100
TOP.5df14f49.0007624b	user_options->opencl_info	0
TOP.5df14f49.0007624b	user_options->opencl_vector_width	0
TOP.5df14f49.0007624b	user_options->optimized_kernel_enable	0
TOP.5df14f49.0007624b	user_options->outfile_autohex	1
TOP.5df14f49.0007624b	user_options->outfile_check_timer	5
TOP.5df14f49.0007624b	user_options->outfile_format	3
TOP.5df14f49.0007624b	user_options->wordlist_autohex_disable	0
TOP.5df14f49.0007624b	user_options->potfile_disable	0
TOP.5df14f49.0007624b	user_options->progress_only	0
TOP.5df14f49.0007624b	user_options->quiet	0
TOP.5df14f49.0007624b	user_options->remove	0
TOP.5df14f49.0007624b	user_options->remove_timer	60
TOP.5df14f49.0007624b	user_options->restore	0
TOP.5df14f49.0007624b	user_options->restore_disable	0
TOP.5df14f49.0007624b	user_options->restore_timer	60
TOP.5df14f49.0007624b	user_options->rp_files_cnt	0
TOP.5df14f49.0007624b	user_options->rp_gen	0
TOP.5df14f49.0007624b	user_options->rp_gen_func_max	4
TOP.5df14f49.0007624b	user_options->rp_gen_func_min	1
TOP.5df14f49.0007624b	user_options->rp_gen_seed	0
TOP.5df14f49.0007624b	user_options->runtime	0
TOP.5df14f49.0007624b	user_options->scrypt_tmto	0
TOP.5df14f49.0007624b	user_options->segment_size	33554432
TOP.5df14f49.0007624b	user_options->self_test_disable	0
TOP.5df14f49.0007624b	user_options->slow_candidates	0
TOP.5df14f49.0007624b	user_options->show	0
TOP.5df14f49.0007624b	user_options->speed_only	0
TOP.5df14f49.0007624b	user_options->status	0
TOP.5df14f49.0007624b	user_options->status_timer	10
TOP.5df14f49.0007624b	user_options->stdout_flag	0
TOP.5df14f49.0007624b	user_options->usage	0
TOP.5df14f49.0007624b	user_options->username	0
TOP.5df14f49.0007624b	user_options->veracrypt_pim	0
TOP.5df14f49.0007624b	user_options->version	0
TOP.5df14f49.0007624b	user_options->workload_profile	2
TOP.5df14f49.0007624b	user_options->brain_client	0
TOP.5df14f49.0007624b	user_options->brain_client_features	3
TOP.5df14f49.0007624b	user_options->brain_server	0
TOP.5df14f49.0007624b	user_options->brain_port	6863
TOP.5df14f49.0007624b	user_options->brain_session	0
TOP.5df14f49.0007624b	hashes->hashlist_mode	5
TOP.5df14f49.0007624b	hashes->hashlist_format	0
TOP.5df14f49.0007624b	hashes->hashes_cnt	0
TOP.5df14f49.0007624b	hashes->digests_cnt	1
TOP.5df14f49.0007624b	hashes->digests_done	0
TOP.5df14f49.0007624b	hashes->salts_cnt	1
TOP.5df14f49.0007624b	hashes->salts_done	0
TOP.5df14f49.0007624b	SUB.5df14f4c.000073d2	START
TOP.5df14f49.0007624b	SUB.5df14f4c.000073d2	straight_ctx->dict	/home/minitapir/Documents/tools/SecLists/Passwords/combined_password_list.txt
TOP.5df14f49.0007624b	SUB.5df14f4c.000073d2	runtime_start	1576095564
TOP.5df14f49.0007624b	SUB.5df14f4c.000073d2	runtime_stop	1576095571
TOP.5df14f49.0007624b	SUB.5df14f4c.000073d2	status-after-work	5
TOP.5df14f49.0007624b	SUB.5df14f4c.000073d2	STOP
TOP.5df14f49.0007624b	proc_start	1576095561
TOP.5df14f49.0007624b	proc_stop	1576095572
TOP.5df14f49.0007624b	STOP
TOP.5df14f54.00045674	START
TOP.5df14f54.00045674	user_options->separator	:
TOP.5df14f54.00045674	user_options->encoding_from	utf-8
TOP.5df14f54.00045674	user_options->encoding_to	utf-8
TOP.5df14f54.00045674	user_options->outfile	found.txt
TOP.5df14f54.00045674	user_options->rule_buf_l	:
TOP.5df14f54.00045674	user_options->rule_buf_r	:
TOP.5df14f54.00045674	user_options->session	hashcat
TOP.5df14f54.00045674	user_options->limit	0
TOP.5df14f54.00045674	user_options->skip	0
TOP.5df14f54.00045674	user_options->attack_mode	0
TOP.5df14f54.00045674	user_options->benchmark	0
TOP.5df14f54.00045674	user_options->benchmark_all	0
TOP.5df14f54.00045674	user_options->bitmap_max	24
TOP.5df14f54.00045674	user_options->bitmap_min	16
TOP.5df14f54.00045674	user_options->debug_mode	0
TOP.5df14f54.00045674	user_options->example_hashes	0
TOP.5df14f54.00045674	user_options->force	0
TOP.5df14f54.00045674	user_options->gpu_temp_abort	90
TOP.5df14f54.00045674	user_options->gpu_temp_disable	0
TOP.5df14f54.00045674	user_options->hash_mode	6300
TOP.5df14f54.00045674	user_options->hex_charset	0
TOP.5df14f54.00045674	user_options->hex_salt	0
TOP.5df14f54.00045674	user_options->hex_wordlist	0
TOP.5df14f54.00045674	user_options->increment	0
TOP.5df14f54.00045674	user_options->increment_max	256
TOP.5df14f54.00045674	user_options->increment_min	1
TOP.5df14f54.00045674	user_options->keep_guessing	0
TOP.5df14f54.00045674	user_options->kernel_accel	0
TOP.5df14f54.00045674	user_options->kernel_loops	0
TOP.5df14f54.00045674	user_options->keyspace	0
TOP.5df14f54.00045674	user_options->left	0
TOP.5df14f54.00045674	user_options->logfile_disable	0
TOP.5df14f54.00045674	user_options->loopback	0
TOP.5df14f54.00045674	user_options->machine_readable	0
TOP.5df14f54.00045674	user_options->markov_classic	0
TOP.5df14f54.00045674	user_options->markov_disable	0
TOP.5df14f54.00045674	user_options->markov_threshold	256
TOP.5df14f54.00045674	user_options->nvidia_spin_damp	100
TOP.5df14f54.00045674	user_options->opencl_info	0
TOP.5df14f54.00045674	user_options->opencl_vector_width	0
TOP.5df14f54.00045674	user_options->optimized_kernel_enable	0
TOP.5df14f54.00045674	user_options->outfile_autohex	1
TOP.5df14f54.00045674	user_options->outfile_check_timer	5
TOP.5df14f54.00045674	user_options->outfile_format	3
TOP.5df14f54.00045674	user_options->wordlist_autohex_disable	0
TOP.5df14f54.00045674	user_options->potfile_disable	0
TOP.5df14f54.00045674	user_options->progress_only	0
TOP.5df14f54.00045674	user_options->quiet	0
TOP.5df14f54.00045674	user_options->remove	0
TOP.5df14f54.00045674	user_options->remove_timer	60
TOP.5df14f54.00045674	user_options->restore	0
TOP.5df14f54.00045674	user_options->restore_disable	0
TOP.5df14f54.00045674	user_options->restore_timer	60
TOP.5df14f54.00045674	user_options->rp_files_cnt	0
TOP.5df14f54.00045674	user_options->rp_gen	0
TOP.5df14f54.00045674	user_options->rp_gen_func_max	4
TOP.5df14f54.00045674	user_options->rp_gen_func_min	1
TOP.5df14f54.00045674	user_options->rp_gen_seed	0
TOP.5df14f54.00045674	user_options->runtime	0
TOP.5df14f54.00045674	user_options->scrypt_tmto	0
TOP.5df14f54.00045674	user_options->segment_size	33554432
TOP.5df14f54.00045674	user_options->self_test_disable	0
TOP.5df14f54.00045674	user_options->slow_candidates	0
TOP.5df14f54.00045674	user_options->show	0
TOP.5df14f54.00045674	user_options->speed_only	0
TOP.5df14f54.00045674	user_options->status	0
TOP.5df14f54.00045674	user_options->status_timer	10
TOP.5df14f54.00045674	user_options->stdout_flag	0
TOP.5df14f54.00045674	user_options->usage	0
TOP.5df14f54.00045674	user_options->username	0
TOP.5df14f54.00045674	user_options->veracrypt_pim	0
TOP.5df14f54.00045674	user_options->version	0
TOP.5df14f54.00045674	user_options->workload_profile	2
TOP.5df14f54.00045674	user_options->brain_client	0
TOP.5df14f54.00045674	user_options->brain_client_features	3
TOP.5df14f54.00045674	user_options->brain_server	0
TOP.5df14f54.00045674	user_options->brain_port	6863
TOP.5df14f54.00045674	user_options->brain_session	0
TOP.5df14f54.00045674	proc_start	1576095572
TOP.5df14f54.00045674	proc_stop	1576095572
TOP.5df14f54.00045674	STOP
TOP.5df14f54.00059ee6	START
TOP.5df14f54.00059ee6	user_options->separator	:
TOP.5df14f54.00059ee6	user_options->encoding_from	utf-8
TOP.5df14f54.00059ee6	user_options->encoding_to	utf-8
TOP.5df14f54.00059ee6	user_options->outfile	found.txt
TOP.5df14f54.00059ee6	user_options->rule_buf_l	:
TOP.5df14f54.00059ee6	user_options->rule_buf_r	:
TOP.5df14f54.00059ee6	user_options->session	hashcat
TOP.5df14f54.00059ee6	user_options->limit	0
